,ResultId,RaceId,Year,GP,CircuitId,DriverId,ConstructorId,Constructor Name,Driver Name,Circuit,Final position,DNF,Fastest Lap Rank,Grid position,Average pace,Q1,Q2,Q3,Qualifying position,Victories,Drivers points,Constructors points,Constructors victories,Start from Pitlane,Total gained/lost positions,Index DNF/Driver,Index DNF/Constructor,Average Lost laps,Circuit Speed,Result_Race-1,Result_Race-2,Result_Race-3,Result_Race-4,Result_Race-5
933,24658.0,1032,2020,2,70,154,210,Haas F1 Team,Grosjean,red_bull_ring,13.0,0.0,12,21.0,71565.97142857143,\N,\N,\N,20.0,0,0.0,0.0,0,1,-1.0,2.0,2.6470588235294117,0.0,225.0,16.0,15.0,13.0,15.0,17.0
801,24659.0,1032,2020,2,70,841,51,Alfa Romeo,Giovinazzi,red_bull_ring,14.0,0.0,15,19.0,71633.9,1:21.831,\N,\N,19.0,0,2.0,2.0,0,0,9.0,1.7647058823529413,1.1764705882352942,0.0,225.0,9.0,16.0,5.0,14.0,14.0
884,24660.0,1032,2020,2,70,842,213,AlphaTauri,Gasly,red_bull_ring,15.0,0.0,8,7.0,71845.28571428571,1:20.192,1:18.744,1:21.028,8.0,0,6.0,6.0,0,0,5.0,1.7647058823529413,1.1764705882352942,0.0,225.0,7.0,18.0,2.0,16.0,9.0
846,24661.0,1032,2020,2,70,847,3,Williams,Russell,red_bull_ring,16.0,0.0,16,11.0,72070.0,1:20.382,1:19.636,\N,12.0,0,0.0,0.0,0,0,2.0,2.3529411764705883,2.0588235294117645,0.0,225.0,15.0,17.0,12.0,17.0,16.0
847,24662.0,1032,2020,2,70,849,3,Williams,Latifi,red_bull_ring,17.0,0.0,17,18.0,72122.8115942029,1:21.759,\N,\N,18.0,0,0.0,0.0,0,0,9.0,1.7647058823529413,2.0588235294117645,0.0,225.0,11.0,10.0,10.0,10.0,10.0
873,24663.0,1032,2020,2,70,839,4,Renault,Ocon,red_bull_ring,18.0,1.0,18,5.0,74398.16,1:19.687,1:18.764,1:20.922,5.0,0,4.0,4.0,0,0,6.0,2.3529411764705883,1.4705882352941178,0.0,225.0,8.0,17.0,15.0,11.0,19.0
789,24664.0,1032,2020,2,70,844,6,Ferrari,Leclerc,red_bull_ring,19.0,1.0,19,14.0,104275.5,1:20.871,1:19.628,\N,11.0,0,18.0,19.0,0,0,5.0,2.3529411764705883,1.7647058823529413,0.0,225.0,2.0,3.0,18.0,4.0,4.0
788,24665.0,1032,2020,2,70,20,6,Ferrari,Vettel,red_bull_ring,20.0,1.0,0,10.0,101037.0,1:20.243,1:19.545,1:21.651,10.0,0,1.0,19.0,0,0,1.0,1.1764705882352942,1.7647058823529413,0.0,225.0,10.0,5.0,17.0,20.0,2.0
1118,24666.0,1033,2020,3,11,1,131,Mercedes,Hamilton,hungaroring,1.0,0.0,1,1.0,82463.9,1:14.907,1:14.261,1:13.447,1.0,2,18.5,40.0,3,0,1.0,0.0,0.029411764705882353,0.0,186.0,1.0,4.0,1.0,7.0,2.0
1138,24667.0,1033,2020,3,11,830,9,Red Bull,Verstappen,hungaroring,2.0,0.0,4,7.0,82588.21428571429,1:15.495,1:14.976,1:14.849,7.0,0,7.5,13.5,0,0,-19.0,0.29411764705882354,0.17647058823529413,0.0,186.0,3.0,20.0,2.0,1.0,3.0
1119,24668.0,1033,2020,3,11,822,131,Mercedes,Bottas,hungaroring,3.0,0.0,2,2.0,82598.92857142857,1:15.474,1:14.530,1:13.554,2.0,1,21.5,40.0,3,0,2.0,0.058823529411764705,0.029411764705882353,0.0,186.0,2.0,1.0,4.0,20.0,1.0
1171,24669.0,1033,2020,3,11,840,211,Racing Point,Stroll,hungaroring,4.0,0.0,3,3.0,83286.45714285714,1:14.895,1:15.176,1:14.377,3.0,0,3.0,11.0,0,0,-4.0,0.3125,0.17647058823529413,0.0,186.0,7.0,18.0,20.0,19.0,13.0
1139,24670.0,1033,2020,3,11,848,9,Red Bull,Albon,hungaroring,5.0,0.0,5,13.0,83582.7,1:15.722,1:15.715,\N,13.0,0,6.0,13.5,0,0,-7.0,0.058823529411764705,0.17647058823529413,0.0,186.0,4.0,13.0,6.0,14.0,5.0
1086,24671.0,1033,2020,3,11,20,6,Ferrari,Vettel,hungaroring,6.0,0.0,14,5.0,83738.56521739131,1:15.455,1:15.131,1:14.774,5.0,0,0.5,9.5,0,0,-9.0,0.11764705882352941,0.17647058823529413,0.0,186.0,20.0,10.0,5.0,17.0,20.0
1170,24672.0,1033,2020,3,11,815,211,Racing Point,Pérez,hungaroring,7.0,0.0,10,4.0,83755.0579710145,1:14.681,1:15.394,1:14.545,4.0,0,8.0,11.0,0,0,11.0,0.06666666666666667,0.17647058823529413,0.0,186.0,6.0,6.0,7.0,9.0,10.0
1146,24673.0,1033,2020,3,11,817,4,Renault,Ricciardo,hungaroring,8.0,0.0,7,11.0,83768.82608695653,1:15.848,1:15.661,\N,11.0,0,2.0,4.0,0,0,-9.0,0.058823529411764705,0.14705882352941177,0.0,186.0,8.0,19.0,11.0,6.0,6.0
1110,24674.0,1033,2020,3,11,832,1,McLaren,Sainz,hungaroring,9.0,0.0,15,9.0,83977.79710144928,1:15.281,1:15.267,1:15.027,9.0,0,6.5,19.5,0,0,-3.0,0.11764705882352941,0.08823529411764706,0.5,186.0,9.0,5.0,10.0,3.0,8.0
1194,24675.0,1033,2020,3,11,825,210,Haas F1 Team,Magnussen,hungaroring,10.0,0.0,6,21.0,83947.76811594203,1:16.152,\N,\N,16.0,0,0.0,0.0,0,1,2.0,0.35294117647058826,0.2647058823529412,0.5,186.0,12.0,17.0,14.0,11.0,18.0
1087,24676.0,1033,2020,3,11,844,6,Ferrari,Leclerc,hungaroring,11.0,0.0,16,6.0,84245.82608695653,1:15.793,1:15.006,1:14.817,6.0,0,9.0,9.5,0,0,0.0,0.23529411764705882,0.17647058823529413,0.0,186.0,19.0,2.0,3.0,18.0,4.0
1155,24677.0,1033,2020,3,11,826,213,AlphaTauri,Kvyat,hungaroring,12.0,0.0,18,17.0,84316.26086956522,1:16.204,\N,\N,17.0,0,0.5,3.5,0,0,4.0,0.058823529411764705,0.11764705882352941,0.5,186.0,10.0,12.0,9.0,10.0,12.0
1111,24678.0,1033,2020,3,11,846,1,McLaren,Norris,hungaroring,13.0,0.0,8,8.0,84326.97101449275,1:15.444,1:15.085,1:14.966,8.0,0,13.0,19.5,0,0,4.0,0.058823529411764705,0.08823529411764706,0.0,186.0,5.0,3.0,8.0,8.0,7.0
1147,24679.0,1033,2020,3,11,839,4,Renault,Ocon,hungaroring,14.0,0.0,13,14.0,84339.66666666667,1:15.719,1:15.742,\N,14.0,0,2.0,4.0,0,0,-7.0,0.23529411764705882,0.14705882352941177,0.0,186.0,18.0,8.0,17.0,15.0,11.0
1094,24680.0,1033,2020,3,11,8,51,Alfa Romeo,Räikkönen,hungaroring,15.0,0.0,17,20.0,84435.91304347826,1:16.614,\N,\N,20.0,0,0.0,1.0,0,0,10.0,0.058823529411764705,0.11764705882352941,0.5,186.0,11.0,14.0,13.0,4.0,11.0
1195,24681.0,1033,2020,3,11,154,210,Haas F1 Team,Grosjean,hungaroring,16.0,0.0,12,21.0,84418.79710144928,1:16.407,\N,\N,18.0,0,0.0,0.0,0,1,7.0,0.2,0.2647058823529412,0.5,186.0,13.0,16.0,15.0,13.0,15.0
1095,24682.0,1033,2020,3,11,841,51,Alfa Romeo,Giovinazzi,hungaroring,17.0,0.0,11,19.0,84734.91304347826,1:16.506,\N,\N,19.0,0,1.0,1.0,0,0,14.0,0.17647058823529413,0.11764705882352941,0.5,186.0,14.0,9.0,16.0,5.0,14.0
1128,24683.0,1033,2020,3,11,847,3,Williams,Russell,hungaroring,18.0,0.0,9,12.0,84751.36231884058,1:15.585,1:15.698,\N,12.0,0,0.0,0.0,0,0,-3.0,0.23529411764705882,0.20588235294117646,1.0,186.0,16.0,15.0,17.0,12.0,17.0
1129,24684.0,1033,2020,3,11,849,3,Williams,Latifi,hungaroring,19.0,0.0,19,15.0,89580.32307692307,1:16.105,1:16.544,\N,15.0,0,0.0,0.0,0,0,10.0,0.17647058823529413,0.20588235294117646,1.0,186.0,17.0,11.0,10.0,10.0,10.0
1154,24685.0,1033,2020,3,11,842,213,AlphaTauri,Gasly,hungaroring,20.0,1.0,20,10.0,91351.53333333334,1:15.767,1:15.508,\N,10.0,0,3.0,3.5,0,0,-3.0,0.17647058823529413,0.11764705882352941,0.5,186.0,15.0,7.0,18.0,2.0,16.0
984,24686.0,1034,2020,4,9,1,131,Mercedes,Hamilton,silverstone,1.0,0.0,3,1.0,101563.13461538461,1:25.900,1:25.347,1:24.303,1.0,3,21.0,40.333333333333336,4,0,1.0,0.0,0.08823529411764705,0.0,225.0,1.0,1.0,4.0,1.0,7.0
1008,24687.0,1034,2020,4,9,830,9,Red Bull,Verstappen,silverstone,2.0,0.0,1,3.0,101675.75,1:26.115,1:26.144,1:25.325,3.0,0,11.0,18.333333333333332,0,0,-14.0,0.8823529411764706,0.5294117647058824,0.0,225.0,2.0,3.0,20.0,2.0,1.0
947,24688.0,1034,2020,4,9,844,6,Ferrari,Leclerc,silverstone,3.0,0.0,9,4.0,101918.40384615384,1:26.550,1:26.203,1:25.427,4.0,0,6.0,9.0,0,0,-5.0,0.7058823529411764,0.5294117647058824,0.3333333333333333,225.0,11.0,19.0,2.0,3.0,18.0
1018,24689.0,1034,2020,4,9,817,4,Renault,Ricciardo,silverstone,4.0,0.0,5,8.0,101941.01923076923,1:26.677,1:26.339,1:26.009,8.0,0,2.6666666666666665,4.0,0,0,-6.0,0.1764705882352941,0.4411764705882353,0.3333333333333333,225.0,8.0,8.0,19.0,11.0,6.0
975,24690.0,1034,2020,4,9,846,1,McLaren,Norris,silverstone,5.0,0.0,12,5.0,101991.53846153847,1:26.855,1:26.420,1:25.782,5.0,0,8.666666666666666,13.666666666666666,0,0,-1.0,0.1764705882352941,0.2647058823529412,0.3333333333333333,225.0,13.0,5.0,3.0,8.0,8.0
1019,24691.0,1034,2020,4,9,839,4,Renault,Ocon,silverstone,6.0,0.0,6,9.0,102081.15384615384,1:26.396,1:26.252,1:26.209,9.0,0,1.3333333333333333,4.0,0,0,-7.0,0.7058823529411764,0.4411764705882353,0.3333333333333333,225.0,14.0,18.0,8.0,17.0,15.0
1028,24692.0,1034,2020,4,9,842,213,AlphaTauri,Gasly,silverstone,7.0,0.0,7,11.0,102162.90384615384,1:26.343,1:26.501,\N,11.0,0,2.0,2.3333333333333335,0,0,-13.0,0.5294117647058824,0.3529411764705882,0.3333333333333333,225.0,20.0,15.0,7.0,18.0,2.0
1009,24693.0,1034,2020,4,9,848,9,Red Bull,Albon,silverstone,8.0,0.0,2,12.0,102191.40384615384,1:26.565,1:26.545,\N,12.0,0,7.333333333333333,18.333333333333332,0,0,1.0,0.1764705882352941,0.5294117647058824,0.0,225.0,5.0,4.0,13.0,6.0,14.0
1050,24694.0,1034,2020,4,9,840,211,Racing Point,Stroll,silverstone,9.0,0.0,13,6.0,102280.65384615384,1:26.243,1:26.501,1:25.839,6.0,0,6.0,13.333333333333334,0,0,-5.0,0.9375,0.5294117647058824,0.0,225.0,4.0,7.0,18.0,20.0,19.0
946,24695.0,1034,2020,4,9,20,6,Ferrari,Vettel,silverstone,10.0,0.0,15,10.0,102368.07692307692,1:26.469,1:26.455,1:26.339,10.0,0,3.0,9.0,0,0,-10.0,0.3529411764705882,0.5294117647058824,0.3333333333333333,225.0,6.0,20.0,10.0,5.0,17.0
985,24696.0,1034,2020,4,9,822,131,Mercedes,Bottas,silverstone,11.0,0.0,4,2.0,102374.03846153847,1:25.801,1:25.015,1:24.616,2.0,1,19.333333333333332,40.333333333333336,4,0,1.0,0.1764705882352941,0.08823529411764705,0.0,225.0,3.0,2.0,1.0,4.0,20.0
996,24697.0,1034,2020,4,9,847,3,Williams,Russell,silverstone,12.0,0.0,16,20.0,102563.21153846153,1:26.732,1:27.092,\N,15.0,0,0.0,0.0,0,0,-9.0,0.7058823529411764,0.6176470588235294,1.0,225.0,18.0,16.0,15.0,17.0,12.0
974,24698.0,1034,2020,4,9,832,1,McLaren,Sainz,silverstone,13.0,0.0,10,7.0,102589.48076923077,1:26.715,1:26.149,1:25.965,7.0,0,5.0,13.666666666666666,0,0,-3.0,0.3529411764705882,0.2647058823529412,0.6666666666666666,225.0,9.0,9.0,5.0,10.0,3.0
957,24699.0,1034,2020,4,9,841,51,Alfa Romeo,Giovinazzi,silverstone,14.0,0.0,17,15.0,102509.38461538461,1:27.164,\N,\N,17.0,0,0.6666666666666666,0.6666666666666666,0,0,16.0,0.5294117647058824,0.3529411764705882,0.6666666666666666,225.0,17.0,14.0,9.0,16.0,5.0
997,24700.0,1034,2020,4,9,849,3,Williams,Latifi,silverstone,15.0,0.0,14,18.0,102612.15384615384,1:27.705,\N,\N,20.0,0,0.0,0.0,0,0,6.0,0.5294117647058824,0.6176470588235294,2.3333333333333335,225.0,19.0,17.0,11.0,10.0,10.0
1073,24701.0,1034,2020,4,9,154,210,Haas F1 Team,Grosjean,silverstone,16.0,0.0,8,17.0,102621.78846153847,1:27.643,\N,\N,19.0,0,0.0,0.3333333333333333,0,0,12.0,0.6000000000000001,0.7941176470588236,0.6666666666666666,225.0,16.0,13.0,16.0,15.0,13.0
956,24702.0,1034,2020,4,9,8,51,Alfa Romeo,Räikkönen,silverstone,17.0,0.0,11,16.0,104318.92156862745,1:27.366,\N,\N,18.0,0,0.0,0.6666666666666666,0,0,15.0,0.1764705882352941,0.3529411764705882,0.6666666666666666,225.0,15.0,11.0,14.0,13.0,4.0
1029,24703.0,1034,2020,4,9,826,213,AlphaTauri,Kvyat,silverstone,18.0,1.0,18,19.0,112054.63636363637,1:26.774,1:26.744,\N,14.0,0,0.3333333333333333,2.3333333333333335,0,0,9.0,0.1764705882352941,0.3529411764705882,0.6666666666666666,225.0,12.0,10.0,12.0,9.0,10.0
1072,24704.0,1034,2020,4,9,825,210,Haas F1 Team,Magnussen,silverstone,19.0,1.0,0,14.0,103754.0,1:27.158,\N,\N,16.0,0,0.3333333333333333,0.3333333333333333,0,0,13.0,1.0588235294117647,0.7941176470588236,0.6666666666666666,225.0,10.0,12.0,17.0,14.0,11.0
1051,24705.0,1034,2020,4,9,807,211,Racing Point,Hülkenberg,silverstone,20.0,0.0,0,13.0,,1:26.327,1:26.566,\N,13.0,0,0.0,13.333333333333334,0,0,0.0,0.0,0.5294117647058824,0.0,225.0,12.0,15.0,9.0,10.0,20.0
1010,24706.0,1035,2020,5,9,830,9,Red Bull,Verstappen,silverstone,1.0,0.0,2,4.0,91961.40384615384,1:27.154,1:26.779,1:26.176,4.0,1,13.0,19.5,1,0,-13.0,0.8823529411764706,0.5294117647058824,0.0,225.0,2.0,2.0,3.0,20.0,2.0
986,24707.0,1035,2020,5,9,1,131,Mercedes,Hamilton,silverstone,2.0,0.0,1,2.0,92179.21153846153,1:26.818,1:26.266,1:25.217,2.0,3,22.0,36.5,4,0,1.0,0.0,0.08823529411764705,0.0,225.0,1.0,1.0,1.0,4.0,1.0
987,24708.0,1035,2020,5,9,822,131,Mercedes,Bottas,silverstone,3.0,0.0,4,1.0,92331.23076923077,1:26.738,1:25.785,1:25.154,1.0,1,14.5,36.5,4,0,-8.0,0.1764705882352941,0.08823529411764705,0.0,225.0,11.0,3.0,2.0,1.0,4.0
949,24709.0,1035,2020,5,9,844,6,Ferrari,Leclerc,silverstone,4.0,0.0,8,8.0,92524.65384615384,1:27.427,1:26.709,1:26.614,8.0,0,8.25,10.75,0,0,-4.0,0.7058823529411764,0.5294117647058824,0.25,225.0,3.0,11.0,19.0,2.0,3.0
1011,24710.0,1035,2020,5,9,848,9,Red Bull,Albon,silverstone,5.0,0.0,3,9.0,92714.21153846153,1:27.153,1:26.642,1:26.669,9.0,0,6.5,19.5,1,0,5.0,0.1764705882352941,0.5294117647058824,0.0,225.0,8.0,5.0,4.0,13.0,6.0
1052,24711.0,1035,2020,5,9,840,211,Racing Point,Stroll,silverstone,6.0,0.0,15,6.0,92779.44230769231,1:27.187,1:26.674,1:26.428,6.0,0,5.0,6.75,0,0,-8.0,0.9375,0.5294117647058824,0.0,225.0,9.0,4.0,7.0,18.0,20.0
1053,24712.0,1035,2020,5,9,807,211,Racing Point,Hülkenberg,silverstone,7.0,0.0,6,3.0,93037.38461538461,1:27.279,1:26.261,1:26.082,3.0,0,0.0,6.75,0,0,-7.0,0.0,0.5294117647058824,0.0,225.0,20.0,12.0,15.0,9.0,10.0
1021,24713.0,1035,2020,5,9,839,4,Renault,Ocon,silverstone,8.0,0.0,10,14.0,93207.03846153847,1:27.278,1:27.011,\N,11.0,0,3.0,8.0,0,0,-4.0,0.7058823529411764,0.4411764705882353,0.25,225.0,6.0,14.0,18.0,8.0,17.0
977,24714.0,1035,2020,5,9,846,1,McLaren,Norris,silverstone,9.0,0.0,11,10.0,93221.86538461539,1:27.217,1:26.885,1:26.778,10.0,0,9.0,12.75,0,0,-1.0,0.1764705882352941,0.2647058823529412,0.25,225.0,5.0,13.0,5.0,3.0,8.0
1031,24715.0,1035,2020,5,9,826,213,AlphaTauri,Kvyat,silverstone,10.0,0.0,12,16.0,93301.19230769231,1:27.882,\N,\N,16.0,0,0.25,3.25,0,0,10.0,0.1764705882352941,0.3529411764705882,0.5,225.0,18.0,12.0,10.0,12.0,9.0
1030,24716.0,1035,2020,5,9,842,213,AlphaTauri,Gasly,silverstone,11.0,0.0,7,7.0,93319.90384615384,1:27.154,1:26.523,1:26.534,7.0,0,3.0,3.25,0,0,-9.0,0.5294117647058824,0.3529411764705882,0.25,225.0,7.0,20.0,15.0,7.0,18.0
948,24717.0,1035,2020,5,9,20,6,Ferrari,Vettel,silverstone,12.0,0.0,13,11.0,93372.36538461539,1:27.612,1:27.078,\N,12.0,0,2.5,10.75,0,0,-10.0,0.3529411764705882,0.5294117647058824,0.25,225.0,10.0,6.0,20.0,10.0,5.0
976,24718.0,1035,2020,5,9,832,1,McLaren,Sainz,silverstone,13.0,0.0,9,12.0,93385.82692307692,1:27.450,1:27.083,\N,13.0,0,3.75,12.75,0,0,-9.0,0.3529411764705882,0.2647058823529412,0.5,225.0,13.0,9.0,9.0,5.0,10.0
1020,24719.0,1035,2020,5,9,817,4,Renault,Ricciardo,silverstone,14.0,0.0,16,5.0,93894.98039215687,1:27.442,1:26.636,1:26.297,5.0,0,5.0,8.0,0,0,-2.0,0.1764705882352941,0.4411764705882353,0.25,225.0,4.0,8.0,8.0,19.0,11.0
958,24720.0,1035,2020,5,9,8,51,Alfa Romeo,Räikkönen,silverstone,15.0,0.0,18,20.0,94216.41176470589,1:28.493,\N,\N,20.0,0,0.0,0.5,0,0,14.0,0.1764705882352941,0.3529411764705882,0.75,225.0,17.0,15.0,11.0,14.0,13.0
1075,24721.0,1035,2020,5,9,154,210,Haas F1 Team,Grosjean,silverstone,16.0,0.0,14,13.0,94258.96078431372,1:27.519,1:27.254,\N,14.0,0,0.0,0.25,0,0,13.0,0.6000000000000001,0.7941176470588236,0.5,225.0,16.0,16.0,13.0,16.0,15.0
959,24722.0,1035,2020,5,9,841,51,Alfa Romeo,Giovinazzi,silverstone,17.0,0.0,19,19.0,94372.6862745098,1:28.433,\N,\N,19.0,0,0.5,0.5,0,0,17.0,0.5294117647058824,0.3529411764705882,0.5,225.0,14.0,17.0,14.0,9.0,16.0
998,24723.0,1035,2020,5,9,847,3,Williams,Russell,silverstone,18.0,0.0,17,15.0,94389.98039215687,1:27.757,1:27.455,\N,15.0,0,0.0,0.0,0,0,-1.0,0.7058823529411764,0.6176470588235294,0.75,225.0,12.0,18.0,16.0,15.0,17.0
999,24724.0,1035,2020,5,9,849,3,Williams,Latifi,silverstone,19.0,0.0,5,18.0,94401.88235294117,1:28.430,\N,\N,18.0,0,0.0,0.0,0,0,9.0,0.5294117647058824,0.6176470588235294,1.75,225.0,15.0,19.0,17.0,11.0,10.0
1074,24725.0,1035,2020,5,9,825,210,Haas F1 Team,Magnussen,silverstone,20.0,1.0,20,17.0,95241.02325581395,1:28.236,\N,\N,17.0,0,0.25,0.25,0,0,8.0,1.0588235294117647,0.7941176470588236,0.5,225.0,19.0,10.0,12.0,17.0,14.0
418,24726.0,1036,2020,6,4,1,131,Mercedes,Hamilton,catalunya,1.0,0.0,2,1.0,83413.31818181818,1:16.872,1:16.013,1:15.584,1.0,4,21.4,36.0,5,0,1.0,0.0,0.029411764705882353,0.0,193.0,2.0,1.0,1.0,1.0,4.0
438,24727.0,1036,2020,6,4,830,9,Red Bull,Verstappen,catalunya,2.0,0.0,4,3.0,83779.63636363637,1:17.213,1:16.518,1:16.292,3.0,1,15.4,22.6,1,0,-10.0,0.29411764705882354,0.17647058823529413,0.0,193.0,1.0,2.0,2.0,3.0,20.0
419,24728.0,1036,2020,6,4,822,131,Mercedes,Bottas,catalunya,3.0,0.0,1,2.0,84091.37878787878,1:17.243,1:16.152,1:15.643,2.0,1,14.6,36.0,5,0,-10.0,0.058823529411764705,0.029411764705882353,0.0,193.0,3.0,11.0,3.0,2.0,1.0
471,24729.0,1036,2020,6,4,840,211,Racing Point,Stroll,catalunya,4.0,0.0,8,5.0,85026.52307692308,1:17.316,1:16.666,1:16.589,5.0,0,5.6,8.2,0,0,-8.0,0.3125,0.17647058823529413,0.0,193.0,6.0,9.0,4.0,7.0,18.0
470,24730.0,1036,2020,6,4,815,211,Racing Point,Pérez,catalunya,5.0,0.0,16,4.0,84991.75384615385,1:17.117,1:16.936,1:16.482,4.0,0,4.4,8.2,0,0,8.0,0.06666666666666667,0.17647058823529413,0.2,193.0,7.0,6.0,6.0,7.0,9.0
410,24731.0,1036,2020,6,4,832,1,McLaren,Sainz,catalunya,6.0,0.0,5,7.0,85093.0,1:17.438,1:16.876,1:17.044,7.0,0,3.0,10.6,0,0,-10.0,0.11764705882352941,0.08823529411764706,0.4,193.0,13.0,13.0,9.0,9.0,5.0
386,24732.0,1036,2020,6,4,20,6,Ferrari,Vettel,catalunya,7.0,0.0,18,11.0,85289.43076923076,1:17.573,1:17.168,\N,11.0,0,2.0,11.0,0,0,-11.0,0.11764705882352941,0.17647058823529413,0.2,193.0,12.0,10.0,6.0,20.0,10.0
439,24733.0,1036,2020,6,4,848,9,Red Bull,Albon,catalunya,8.0,0.0,11,6.0,85307.81538461539,1:17.419,1:17.163,1:17.029,6.0,0,7.2,22.6,1,0,9.0,0.058823529411764705,0.17647058823529413,0.0,193.0,5.0,8.0,5.0,4.0,13.0
454,24734.0,1036,2020,6,4,842,213,AlphaTauri,Gasly,catalunya,9.0,0.0,17,10.0,85316.87692307692,1:17.356,1:16.800,1:17.136,10.0,0,2.4,2.8,0,0,-13.0,0.17647058823529413,0.11764705882352941,0.2,193.0,11.0,7.0,20.0,15.0,7.0
411,24735.0,1036,2020,6,4,846,1,McLaren,Norris,catalunya,10.0,0.0,13,8.0,85325.44615384615,1:17.577,1:17.166,1:17.084,8.0,0,7.6,10.6,0,0,0.0,0.058823529411764705,0.08823529411764706,0.2,193.0,9.0,5.0,13.0,5.0,3.0
446,24736.0,1036,2020,6,4,817,4,Renault,Ricciardo,catalunya,11.0,0.0,14,13.0,85340.69230769231,1:17.667,1:17.198,\N,13.0,0,4.0,7.2,0,0,-11.0,0.058823529411764705,0.14705882352941177,0.4,193.0,14.0,4.0,8.0,8.0,19.0
455,24737.0,1036,2020,6,4,826,213,AlphaTauri,Kvyat,catalunya,12.0,0.0,12,12.0,85353.81538461539,1:17.676,1:17.192,\N,12.0,0,0.4,2.8,0,0,16.0,0.058823529411764705,0.11764705882352941,0.4,193.0,10.0,18.0,12.0,10.0,12.0
447,24738.0,1036,2020,6,4,839,4,Renault,Ocon,catalunya,13.0,0.0,10,15.0,85557.03076923077,1:17.765,1:17.567,\N,15.0,0,3.2,7.2,0,0,2.0,0.23529411764705882,0.14705882352941177,0.2,193.0,8.0,6.0,14.0,18.0,8.0
394,24739.0,1036,2020,6,4,8,51,Alfa Romeo,Räikkönen,catalunya,14.0,0.0,7,14.0,85641.26153846153,1:17.797,1:17.386,\N,14.0,0,0.0,0.4,0,0,19.0,0.058823529411764705,0.11764705882352941,0.8,193.0,15.0,17.0,15.0,11.0,14.0
494,24740.0,1036,2020,6,4,825,210,Haas F1 Team,Magnussen,catalunya,15.0,0.0,19,16.0,85759.53846153847,1:17.908,\N,\N,16.0,0,0.2,0.2,0,0,5.0,0.35294117647058826,0.2647058823529412,0.4,193.0,20.0,19.0,10.0,12.0,17.0
395,24741.0,1036,2020,6,4,841,51,Alfa Romeo,Giovinazzi,catalunya,16.0,0.0,6,20.0,85770.2923076923,1:18.697,\N,\N,20.0,0,0.4,0.4,0,0,19.0,0.17647058823529413,0.11764705882352941,0.6,193.0,17.0,14.0,17.0,14.0,9.0
428,24742.0,1036,2020,6,4,847,3,Williams,Russell,catalunya,17.0,0.0,15,18.0,85917.78461538462,1:18.099,\N,\N,18.0,0,0.0,0.0,0,0,-4.0,0.23529411764705882,0.20588235294117646,0.8,193.0,18.0,12.0,18.0,16.0,15.0
429,24743.0,1036,2020,6,4,849,3,Williams,Latifi,catalunya,18.0,0.0,9,19.0,86051.515625,1:18.532,\N,\N,19.0,0,0.0,0.0,0,0,8.0,0.17647058823529413,0.20588235294117646,1.6,193.0,19.0,15.0,19.0,17.0,11.0
495,24744.0,1036,2020,6,4,154,210,Haas F1 Team,Grosjean,catalunya,19.0,0.0,3,17.0,86483.5625,1:18.089,\N,\N,17.0,0,0.0,0.2,0,0,10.0,0.2,0.2647058823529412,0.6,193.0,16.0,16.0,16.0,13.0,16.0
387,24745.0,1036,2020,6,4,844,6,Ferrari,Leclerc,catalunya,20.0,1.0,20,9.0,87674.63157894737,1:17.256,1:16.953,1:17.087,9.0,0,9.0,11.0,0,0,0.0,0.23529411764705882,0.17647058823529413,0.2,193.0,4.0,3.0,11.0,19.0,2.0
1238,24746.0,1037,2020,7,13,1,131,Mercedes,Hamilton,spa,1.0,0.0,2,1.0,114744.56818181818,1:42.323,1:42.014,1:41.252,1.0,5,22.0,36.833333333333336,6,0,1.0,0.0,0.058823529411764705,0.0,224.0,1.0,2.0,1.0,1.0,1.0
1239,24747.0,1037,2020,7,13,822,131,Mercedes,Bottas,spa,2.0,0.0,5,2.0,114936.56818181818,1:42.534,1:42.126,1:41.763,2.0,1,14.833333333333334,36.833333333333336,6,0,-11.0,0.11764705882352941,0.058823529411764705,0.0,224.0,3.0,3.0,11.0,3.0,2.0
1258,24748.0,1037,2020,7,13,830,9,Red Bull,Verstappen,spa,3.0,0.0,8,3.0,115095.81818181818,1:43.197,1:42.473,1:41.778,3.0,1,15.833333333333334,22.5,1,0,-9.0,0.5882352941176471,0.35294117647058826,0.0,224.0,2.0,1.0,2.0,2.0,3.0
1266,24749.0,1037,2020,7,13,817,4,Renault,Ricciardo,spa,4.0,0.0,1,4.0,115173.59090909091,1:43.309,1:42.487,1:42.061,4.0,0,3.3333333333333335,6.0,0,0,-9.0,0.11764705882352941,0.29411764705882354,0.5,224.0,11.0,14.0,4.0,8.0,8.0
1267,24750.0,1037,2020,7,13,839,4,Renault,Ocon,spa,5.0,0.0,10,6.0,115668.43181818182,1:43.505,1:42.534,1:42.396,6.0,0,2.6666666666666665,6.0,0,0,4.0,0.47058823529411764,0.29411764705882354,0.3333333333333333,224.0,13.0,8.0,6.0,14.0,18.0
1259,24751.0,1037,2020,7,13,848,9,Red Bull,Albon,spa,6.0,0.0,12,5.0,115715.29545454546,1:43.418,1:42.193,1:42.264,5.0,0,6.666666666666667,22.5,1,0,7.0,0.11764705882352941,0.35294117647058826,0.16666666666666666,224.0,8.0,5.0,8.0,5.0,4.0
